x,y
37.17239527744183,53.95216589474345
21.505777963809358,24.74095916167709
32.98522832824141,45.742569813821746
8.153146030257341,75.27321363670056
57.905457442925425,29.96938728905012
7.754657235100282,76.31809514014812
13.10789882913207,13.320664234967827
13.068424580727667,8.126231111599047
90.6392365400257,26.924429967339048
30.64105792068602,83.27943100020676
61.99234597118014,18.71433865407188
43.48134123765889,88.39224647221467
37.53740170194637,71.08815531965337
9.680770883646804,72.73247767385439
77.64735240652465,82.57667817021326
67.42009904352112,37.07327948262525
6.421200016610362,51.87762340602949
75.7459906382202,19.083820348967716
26.62372266129436,53.612004237937214
74.83315628979193,89.65867307591795
12.574151753416917,18.42702128664966
79.95369713881428,64.45216230234747
72.09727918099775,99.67711650313137
93.91799586908812,84.30250668415862
77.7115809053182,39.50192152064369
64.12291106098151,18.44456424465789
75.94944652808059,75.76906645183887
72.12952136347191,44.4799024426779
37.81803287908211,41.977093236994136
3.333923511124659,84.4320116411493
54.23698775547714,38.751863900173134
54.802876826603885,72.16402185196623
38.14608693983958,83.06406734119919
91.9463346305387,38.743229731064446
13.78161543499311,76.03732959901822
99.29488587486061,14.798814876206468
71.26756760614649,82.53234003000402
92.05719449963611,12.338141427757432
9.180991315160947,98.78715818465335
11.675648510158831,17.680755913689605
57.4952933829019,44.62730362896347
75.0392191327833,19.055724815811338
91.44277615599195,21.719484630772246
76.91109901866398,6.7603525274060665
47.340258775716535,3.255832664519298
31.381070639710295,31.223067417502904
71.97484391385755,45.501748315239986
5.677436239291678,99.53616594289969
88.86993067083327,91.6323934973403
24.657553007363873,39.411025472496796
22.717950091335336,12.49063821776657
3.302392466573567,50.3336447986407
12.313365606638971,17.630437136812716
86.04756804576209,48.42427686339313
18.370352102024935,66.98645598173123
26.58648776948195,52.693720005005716
28.295286786234442,51.61611875109438
62.85335907491517,53.62080795412678
39.56041072949006,79.08137987705291
87.34374491456845,17.937126368820632
13.630872481803047,11.319164078204269
97.95967304483173,94.15913028559177
23.06671823011024,96.99075735821712
20.7817667123404,50.64760161881308
49.738504421951525,91.495590273884
4.05288598947765,31.53508144343814
59.99746984657275,6.639821850327898
23.655057640602173,46.50634540975405
88.08570268692277,76.09595216577878
82.89804695617414,76.10697725293124
70.7720776049783,84.96933426464467
68.14766907366888,73.56830593136011
30.164450275221423,16.764072289874164
75.65249791557885,16.583729576866123
91.94558515199691,59.66428373561213
32.94341128718252,93.6643156652351
15.51302719378448,51.44663376952464
9.15540732162361,96.54277090845737
57.53760618116289,80.3666597800054
28.192241864770285,80.17966266685387
70.2841965589098,64.36814697926853
95.0562814907032,43.3491338095243
41.50884335921271,69.21211287850167
83.50553061430395,33.50760200337943
66.96570546957392,20.90374078641063
55.1699973652883,76.9171701868133
6.531495115016983,72.78420654442715
1.5432476950503315,95.8350028995291
46.86698004984289,40.907085628137885
72.04446508677188,52.32988699660916
73.08488553232634,8.475789473371066
56.279187066287264,55.81086928495876
93.21138917088201,3.9605578088631854
45.28196430564076,63.10729121600327
55.074695126825155,7.4161097817406985
59.322839318564554,22.219688522726432
19.554917933684802,87.86908847476536
19.784210773968645,45.429075200647176
75.02868822392033,70.73153860245942
55.34590059212985,80.70457469263904
